Date,Adj Close,Close,High,Low,Open,Volume
,BEL.NS,BEL.NS,BEL.NS,BEL.NS,BEL.NS,BEL.NS
2020-12-24,35.2593879699707,38.29999923706055,39.383331298828125,38.099998474121094,38.71666717529297,28256172
2020-12-28,35.16733932495117,38.20000076293945,38.849998474121094,37.96666717529297,38.733333587646484,28341882
2020-12-29,35.213356018066406,38.25,38.733333587646484,37.983333587646484,38.400001525878906,20782080
2020-12-30,35.105960845947266,38.133331298828125,38.43333435058594,37.79999923706055,38.33333206176758,18996630
2020-12-31,36.80908966064453,39.983333587646484,40.25,38.46666717529297,38.56666564941406,112170381
2021-01-01,38.78839874267578,42.133331298828125,42.666664123535156,40.20000076293945,40.33333206176758,201696168
2021-01-04,40.29206085205078,43.766666412353516,43.93333435058594,42.29999923706055,43.0,105614565
2021-01-05,40.35344314575195,43.83333206176758,44.416664123535156,43.0,43.33333206176758,64361523
2021-01-06,40.859771728515625,44.383331298828125,45.133331298828125,43.21666717529297,44.0,74098809
2021-01-07,40.43015670776367,43.916664123535156,45.0,43.766666412353516,44.79999923706055,46011027
2021-01-08,40.537559509277344,44.03333282470703,44.58333206176758,43.849998474121094,44.349998474121094,19906347
2021-01-11,41.30473327636719,44.86666488647461,45.18333435058594,43.18333435058594,44.266666412353516,42426342
2021-01-12,41.258705139160156,44.81666564941406,45.31666564941406,44.46666717529297,44.983333587646484,32608233
2021-01-13,41.135963439941406,44.68333435058594,45.900001525878906,44.150001525878906,44.849998474121094,38455479
2021-01-14,42.700992584228516,46.383331298828125,47.0,44.849998474121094,44.916664123535156,94302666
2021-01-15,40.951839447021484,44.483333587646484,46.5,44.133331298828125,46.233333587646484,44817729
2021-01-18,40.98252868652344,44.516666412353516,45.08333206176758,42.766666412353516,44.61666488647461,53634528
2021-01-19,42.05656433105469,45.68333435058594,46.06666564941406,44.70000076293945,44.849998474121094,64391526
2021-01-20,41.5809211730957,45.166664123535156,46.31666564941406,44.96666717529297,45.78333282470703,39771243
2021-01-21,41.08993148803711,44.633331298828125,45.93333435058594,44.099998474121094,45.5,31082454
2021-01-22,40.61427307128906,44.11666488647461,45.166664123535156,43.633331298828125,44.5,30823161
2021-01-25,40.107948303222656,43.56666564941406,44.916664123535156,42.96666717529297,44.58333206176758,22702206
2021-01-27,40.7216911315918,44.233333587646484,44.79999923706055,43.599998474121094,43.666664123535156,55897923
2021-01-28,40.26137924194336,43.733333587646484,44.900001525878906,43.28333282470703,43.666664123535156,49918659
2021-01-29,39.90847396850586,43.349998474121094,45.416664123535156,42.33333206176758,43.599998474121094,77617473
2021-02-01,41.02854919433594,44.56666564941406,44.93333435058594,41.86666488647461,43.33333206176758,47400000
2021-02-02,40.96717834472656,44.5,45.599998474121094,43.79999923706055,44.916664123535156,32215686
2021-02-03,42.68564224243164,46.36666488647461,47.06666564941406,44.71666717529297,44.733333587646484,63440358
2021-02-04,43.253360748291016,46.983333587646484,47.266666412353516,45.68333435058594,46.58333206176758,55032168
2021-02-05,43.023216247558594,46.733333587646484,47.733333587646484,46.233333587646484,47.33333206176758,29863140
2021-02-08,43.627647399902344,46.916664123535156,47.666664123535156,46.5,47.06666564941406,31927191
2021-02-09,42.75973892211914,45.983333587646484,47.33333206176758,45.79999923706055,47.150001525878906,48306774
2021-02-10,43.34867477416992,46.61666488647461,47.45000076293945,46.11666488647461,46.29999923706055,33662136
2021-02-11,41.969329833984375,45.133331298828125,46.83333206176758,44.86666488647461,46.43333435058594,35392794
2021-02-12,42.232791900634766,45.416664123535156,45.666664123535156,44.71666717529297,45.28333282470703,24806265
2021-02-15,42.186309814453125,45.36666488647461,45.983333587646484,44.93333435058594,45.78333282470703,23422254
2021-02-16,41.271907806396484,44.383331298828125,46.150001525878906,44.18333435058594,45.36666488647461,48715293
2021-02-17,43.11619567871094,46.36666488647461,46.58333206176758,44.03333282470703,44.03333282470703,46231716
2021-02-18,43.875614166259766,47.18333435058594,47.96666717529297,45.95000076293945,46.45000076293945,43649379
2021-02-19,41.969329833984375,45.133331298828125,47.56666564941406,44.33333206176758,46.79999923706055,51636933
2021-02-22,40.38850021362305,43.43333435058594,45.516666412353516,43.08333206176758,45.166664123535156,28665003
2021-02-23,41.59737777709961,44.733333587646484,45.20000076293945,43.416664123535156,43.75,32119296
2021-02-24,42.263797760009766,45.45000076293945,46.31666564941406,45.06666564941406,45.21666717529297,22656720
2021-02-25,43.9221076965332,47.233333587646484,47.666664123535156,45.68333435058594,45.70000076293945,59326020
2021-02-26,42.49626922607422,45.70000076293945,47.45000076293945,45.33333206176758,46.45000076293945,38633409
2021-03-01,45.23946762084961,48.650001525878906,49.0,45.983333587646484,46.233333587646484,62059455
2021-03-02,46.959781646728516,50.5,51.18333435058594,48.83333206176758,49.31666564941406,106691166
2021-03-03,47.39372634887695,50.96666717529297,51.33333206176758,50.233333587646484,50.95000076293945,39659358
2021-03-04,47.362735748291016,50.93333435058594,51.650001525878906,50.016666412353516,50.5,30333900
2021-03-05,45.56492614746094,49.0,51.0,48.25,50.266666412353516,29141961
2021-03-08,44.96049118041992,48.349998474121094,50.233333587646484,48.06666564941406,49.33333206176758,34685358
